0,0,0,0.9414520263671875
216,174,164,0.0176544189453125
133,116,122,0.0086669921875
183,140,137,0.007354736328125
90,84,94,0.0055694580078125
192,196,204,0.00457763671875
142,157,172,0.00421142578125
34,84,130,0.003875732421875
34,43,66,0.003662109375
74,128,166,0.0029754638671875
